NeighbourhoodCode,Year,Month,PropertyCrimesTotal,PropertyCrimesRelPop,PropertyCrimesRelCity,ViolentCrimesTotal,ViolentCrimesRelPop,ViolentCrimesRelCity,BurglariesTotal,BurglariesRelPop,BurglariesRelCity
Krogten,2021,6,9.0,2.7292,2.4725,1.0,0.6065,4.2553,3.0,0.9097,7.3171
Krogten,2021,7,11.0,3.0324,2.7473,1.0,0.6065,4.2553,0.0,0.0,0.0
Krogten,2021,8,8.0,2.1227,1.9231,1.0,0.3032,2.1277,2.0,0.6065,4.878
Krogten,2021,9,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Krogten,2021,10,15.0,0.3032,0.2747,5.0,0.0,0.0,0.0,0.0,0.0
Krogten,2021,11,24.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Krogten,2021,12,26.0,0.6065,0.5495,0.0,0.0,0.0,0.0,0.0,0.0
Krogten,2022,1,23.0,13.0395,11.8132,3.0,0.0,0.0,2.0,0.6065,4.878
Krogten,2022,2,10.0,3.9422,3.5714,1.0,0.0,0.0,2.0,0.6065,4.878
Krogten,2022,3,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Krogten,2022,4,14.0,1.5162,1.3736,0.0,0.0,0.0,1.0,0.3032,2.439
Krogten,2022,5,15.0,0.6065,0.5495,1.0,0.0,0.0,1.0,0.3032,2.439
Krogten,2022,6,17.0,2.7292,2.4725,2.0,0.3032,2.1277,3.0,0.9097,7.3171
Krogten,2022,7,9.0,0.9097,0.8242,2.0,0.0,0.0,0.0,0.0,0.0
Krogten,2022,8,8.0,0.9097,0.8242,2.0,0.0,0.0,0.0,0.0,0.0
Krogten,2022,9,13.0,4.2454,3.8462,2.0,0.3032,2.1277,1.0,0.3032,2.439
Krogten,2022,10,15.0,0.9097,0.8242,1.0,0.0,0.0,0.0,0.0,0.0
Krogten,2022,11,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Krogten,2022,12,11.0,1.5162,1.3736,1.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2012,1,0.0,2.4259,2.1978,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2012,2,2.0,1.5162,1.3736,0.0,0.3032,2.1277,2.0,0.6065,4.878
Liesbos,2012,3,4.0,1.8195,1.6484,0.0,0.3032,2.1277,1.0,0.3032,2.439
Liesbos,2012,4,1.0,5.1551,4.6703,0.0,1.5162,10.6383,0.0,0.0,0.0
Liesbos,2012,5,4.0,0.6065,0.5495,1.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2012,6,2.0,1.8195,1.6484,1.0,0.3032,2.1277,2.0,0.6065,4.878
Liesbos,2012,7,5.0,0.0,0.0,1.0,0.9097,6.383,0.0,0.0,0.0
Liesbos,2012,8,1.0,1.213,1.0989,0.0,0.3032,2.1277,0.0,0.0,0.0
Liesbos,2012,9,4.0,4.5487,4.1209,0.0,0.3032,2.1277,5.0,1.5162,12.1951
Liesbos,2012,10,2.0,0.9097,0.8242,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2012,11,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2012,12,2.0,0.3032,0.2747,0.0,0.0,0.0,1.0,0.3032,2.439
Liesbos,2013,1,10.0,1.213,1.0989,0.0,0.0,0.0,1.0,0.3032,2.439
Liesbos,2013,2,4.0,0.3032,0.2747,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2013,3,4.0,0.9097,0.8242,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2013,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2013,5,0.0,3.6389,3.2967,0.0,0.0,0.0,3.0,0.9097,7.3171
Liesbos,2013,6,7.0,5.1551,4.6703,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2013,7,3.0,2.7292,2.4725,0.0,0.6065,4.2553,0.0,0.0,0.0
Liesbos,2013,8,1.0,2.4259,2.1978,1.0,0.6065,4.2553,0.0,0.0,0.0
Liesbos,2013,9,5.0,1.8195,1.6484,0.0,0.3032,2.1277,1.0,0.3032,2.439
Liesbos,2013,10,6.0,4.8519,4.3956,0.0,0.0,0.0,1.0,0.3032,2.439
Liesbos,2013,11,1.0,3.6389,3.2967,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2013,12,3.0,1.5162,1.3736,0.0,0.0,0.0,3.0,0.9097,7.3171
Liesbos,2014,1,2.0,3.6389,3.2967,0.0,0.6065,4.2553,2.0,0.6065,4.878
Liesbos,2014,2,1.0,3.0324,2.7473,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2014,3,1.0,1.213,1.0989,0.0,0.6065,4.2553,0.0,0.0,0.0
Liesbos,2014,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2014,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2014,6,3.0,0.3032,0.2747,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2014,7,3.0,0.6065,0.5495,0.0,0.9097,6.383,1.0,0.3032,2.439
Liesbos,2014,8,1.0,2.1227,1.9231,0.0,0.9097,6.383,1.0,0.3032,2.439
Liesbos,2014,9,1.0,3.6389,3.2967,0.0,0.6065,4.2553,1.0,0.3032,2.439
Liesbos,2014,10,3.0,2.1227,1.7544,0.0,0.0,0.0,2.0,0.6065,6.0606
Liesbos,2014,11,2.0,3.3357,2.7569,0.0,0.9097,5.5556,1.0,0.3032,3.0303
Liesbos,2014,12,1.0,3.9422,3.2581,0.0,0.6065,3.7037,1.0,0.3032,3.0303
Liesbos,2015,1,1.0,1.5162,1.2531,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2015,2,2.0,4.2454,3.5088,0.0,0.3032,1.8519,1.0,0.3032,3.0303
Liesbos,2015,3,1.0,6.6714,5.5138,0.0,0.6065,3.7037,2.0,0.6065,6.0606
Liesbos,2015,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2015,5,1.0,0.6065,0.5013,0.0,0.0,0.0,1.0,0.3032,3.0303
Liesbos,2015,6,3.0,0.3032,0.2506,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2015,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2015,8,3.0,16.6784,13.7845,0.0,1.8195,11.1111,0.0,0.0,0.0
Liesbos,2015,9,7.0,0.9097,0.7519,0.0,0.3032,1.8519,0.0,0.0,0.0
Liesbos,2015,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2015,11,3.0,0.6065,0.5013,0.0,0.3032,1.8519,0.0,0.0,0.0
Liesbos,2015,12,4.0,0.6065,0.5013,0.0,0.3032,1.8519,0.0,0.0,0.0
Liesbos,2016,1,2.0,3.6389,3.0075,0.0,0.3032,1.8519,2.0,0.6065,6.0606
Liesbos,2016,2,2.0,0.6065,0.5013,0.0,0.3032,1.8519,0.0,0.0,0.0
Liesbos,2016,3,0.0,1.213,1.0025,1.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2016,4,1.0,2.7292,2.2556,1.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2016,5,1.0,1.213,1.0025,0.0,1.213,7.4074,1.0,0.3032,3.0303
Liesbos,2016,6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2016,7,2.0,0.6065,0.5013,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2016,8,1.0,1.213,1.0025,0.0,0.0,0.0,1.0,0.3032,3.0303
Liesbos,2016,9,4.0,1.8195,1.5038,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2016,10,1.0,0.6065,0.5013,1.0,0.3032,1.8519,0.0,0.0,0.0
Liesbos,2016,11,2.0,5.7616,4.7619,1.0,2.1227,12.963,2.0,0.6065,6.0606
Liesbos,2016,12,4.0,0.3032,0.2506,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2017,1,2.0,2.7292,2.2556,1.0,0.3032,1.8519,0.0,0.0,0.0
Liesbos,2017,2,0.0,0.3032,0.2506,2.0,0.3032,1.8519,0.0,0.0,0.0
Liesbos,2017,3,3.0,0.9097,0.7519,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2017,4,3.0,2.4259,2.005,0.0,0.0,0.0,2.0,0.6065,6.0606
Liesbos,2017,5,3.0,0.3032,0.2506,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2017,6,2.0,0.6065,0.5013,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2017,7,4.0,0.3032,0.2506,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2017,8,2.0,1.213,1.0025,0.0,0.0,0.0,1.0,0.3032,3.0303
Liesbos,2017,9,1.0,0.9097,0.7519,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2017,10,4.0,0.9097,0.7519,0.0,0.3032,1.8519,0.0,0.0,0.0
Liesbos,2017,11,2.0,0.3032,0.2506,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2017,12,3.0,4.2454,3.5088,0.0,0.3032,1.8519,0.0,0.0,0.0
Liesbos,2018,1,2.0,3.9422,3.2581,3.0,0.3032,1.8519,1.0,0.3032,3.0303
Liesbos,2018,2,3.0,2.1227,1.7544,1.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2018,3,3.0,4.5487,3.7594,0.0,0.9097,5.5556,2.0,0.6065,6.0606
Liesbos,2018,4,1.0,1.8195,1.5038,0.0,0.3032,1.8519,0.0,0.0,0.0
Liesbos,2018,5,5.0,5.7616,4.7619,0.0,0.3032,1.8519,0.0,0.0,0.0
Liesbos,2018,6,1.0,1.8195,1.5038,1.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2018,7,1.0,3.6389,3.0075,0.0,0.0,0.0,3.0,0.9097,9.0909
Liesbos,2018,8,1.0,9.0973,7.5188,0.0,1.5162,9.2593,3.0,0.9097,9.0909
Liesbos,2018,9,5.0,0.9097,0.7519,0.0,0.3032,1.8519,2.0,0.6065,6.0606
Liesbos,2018,10,3.0,3.0324,2.5063,0.0,0.6065,3.7037,3.0,0.9097,9.0909
Liesbos,2018,11,3.0,0.3032,0.2506,0.0,0.0,0.0,1.0,0.3032,3.0303
Liesbos,2018,12,4.0,1.213,1.0025,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2019,1,3.0,1.5162,1.2531,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2019,2,0.0,0.9097,0.7519,0.0,0.3032,1.8519,0.0,0.0,0.0
Liesbos,2019,3,6.0,2.1227,1.7544,0.0,0.9097,5.5556,0.0,0.0,0.0
Liesbos,2019,4,1.0,1.8195,1.5038,0.0,0.3032,1.8519,1.0,0.3032,3.0303
Liesbos,2019,5,2.0,6.9746,5.0328,0.0,0.0,0.0,1.0,0.3032,3.4483
Liesbos,2019,6,2.0,5.1551,3.7199,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2019,7,3.0,4.2454,3.0635,1.0,1.5162,10.0,0.0,0.0,0.0
Liesbos,2019,8,3.0,1.5162,1.0941,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2019,9,3.0,5.4584,3.9387,0.0,0.3032,2.0,3.0,0.9097,10.3448
Liesbos,2019,10,3.0,3.9422,2.8446,0.0,0.3032,2.0,0.0,0.0,0.0
Liesbos,2019,11,4.0,0.6065,0.4376,0.0,0.0,0.0,1.0,0.3032,3.4483
Liesbos,2019,12,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2020,1,2.0,0.0,0.0,0.0,0.3032,2.0,0.0,0.0,0.0
Liesbos,2020,2,5.0,0.9097,0.6565,0.0,0.0,0.0,1.0,0.3032,3.4483
Liesbos,2020,3,3.0,17.2849,12.4726,0.0,1.5162,10.0,1.0,0.3032,3.4483
Liesbos,2020,4,0.0,0.6065,0.4376,0.0,0.9097,6.0,0.0,0.0,0.0
Liesbos,2020,5,2.0,0.0,0.0,0.0,0.3032,2.0,0.0,0.0,0.0
Liesbos,2020,6,4.0,1.213,0.8753,2.0,0.0,0.0,1.0,0.3032,3.4483
Liesbos,2020,7,2.0,1.213,0.8753,0.0,0.3032,2.0,0.0,0.0,0.0
Liesbos,2020,8,2.0,3.0324,2.1882,1.0,0.3032,2.0,0.0,0.0,0.0
Liesbos,2020,9,1.0,0.9097,0.6565,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2020,10,2.0,1.5162,1.0941,0.0,0.3032,2.0,0.0,0.0,0.0
Liesbos,2020,11,2.0,3.9422,2.8446,0.0,0.0,0.0,2.0,0.6065,6.8966
Liesbos,2020,12,1.0,0.9097,0.6565,0.0,0.3032,2.0,0.0,0.0,0.0
Liesbos,2021,1,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2021,2,0.0,2.4259,1.7505,0.0,0.0,0.0,3.0,0.9097,10.3448
Liesbos,2021,3,3.0,0.6065,0.4376,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2021,4,0.0,2.7292,1.9694,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2021,5,0.0,0.9097,0.6565,0.0,0.6065,4.0,0.0,0.0,0.0
Liesbos,2021,6,3.0,4.8519,3.5011,0.0,0.6065,4.0,0.0,0.0,0.0
Liesbos,2021,7,4.0,1.8195,1.3129,0.0,0.0,0.0,2.0,0.6065,6.8966
Liesbos,2021,8,2.0,1.8195,1.3129,0.0,0.6065,4.0,0.0,0.0,0.0
Liesbos,2021,9,1.0,2.1227,1.5317,0.0,0.0,0.0,2.0,0.6065,6.8966
Liesbos,2021,10,4.0,0.3032,0.2188,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2021,11,1.0,2.4259,1.7505,0.0,0.3032,2.0,0.0,0.0,0.0
Liesbos,2021,12,1.0,1.5162,1.0941,0.0,0.0,0.0,2.0,0.6065,6.8966
Liesbos,2022,1,1.0,0.9097,0.6565,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2022,2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2022,3,4.0,1.8195,1.3129,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2022,4,1.0,3.3357,2.407,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2022,5,0.0,2.1227,1.5317,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2022,6,5.0,0.6065,0.4376,0.0,0.9097,6.0,0.0,0.0,0.0
Liesbos,2022,7,3.0,3.6389,2.6258,0.0,0.0,0.0,1.0,0.3032,3.4483
Liesbos,2022,8,3.0,4.2454,3.0635,0.0,0.6065,4.0,0.0,0.0,0.0
Liesbos,2022,9,2.0,2.1227,1.5317,0.0,0.0,0.0,0.0,0.0,0.0
Liesbos,2022,10,6.0,3.3357,2.407,0.0,0.0,0.0,2.0,0.6065,6.8966
Liesbos,2022,11,2.0,3.6389,2.6258,0.0,0.3032,2.0,0.0,0.0,0.0
Liesbos,2022,12,1.0,7.2778,5.2516,1.0,0.3032,2.0,1.0,0.3032,3.4483
Mastbos,2012,1,2.0,3.3357,2.407,0.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2012,2,5.0,4.5487,3.2823,0.0,0.3032,2.0,1.0,0.3032,3.4483
Mastbos,2012,3,5.0,3.9422,2.8446,1.0,2.1227,14.0,2.0,0.6065,6.8966
Mastbos,2012,4,2.0,2.1227,1.5317,0.0,0.0,0.0,1.0,0.3032,3.4483
Mastbos,2012,5,1.0,2.4259,1.7505,0.0,0.3032,2.0,1.0,0.3032,3.4483
Mastbos,2012,6,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2012,7,4.0,0.3032,0.2188,0.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2012,8,5.0,0.9097,0.6565,0.0,0.3032,2.0,0.0,0.0,0.0
Mastbos,2012,9,9.0,0.6065,0.4376,0.0,0.3032,2.0,0.0,0.0,0.0
Mastbos,2012,10,7.0,2.4259,1.7505,0.0,1.213,8.0,0.0,0.0,0.0
Mastbos,2012,11,4.0,3.9422,2.8446,0.0,0.0,0.0,1.0,0.3032,3.4483
Mastbos,2012,12,4.0,1.8195,1.5873,0.0,0.0,0.0,3.0,0.9097,6.8182
Mastbos,2013,1,3.0,3.3357,2.9101,1.0,0.3032,1.6667,0.0,0.0,0.0
Mastbos,2013,2,1.0,2.1227,1.8519,0.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2013,3,2.0,0.6065,0.5291,0.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2013,4,1.0,2.1227,1.8519,0.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2013,5,4.0,4.2454,3.7037,0.0,0.3032,1.6667,1.0,0.3032,2.2727
Mastbos,2013,6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2013,7,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2013,8,2.0,0.3032,0.2646,0.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2013,9,4.0,1.213,1.0582,2.0,0.0,0.0,2.0,0.6065,4.5455
Mastbos,2013,10,5.0,11.22,9.7884,0.0,4.2454,23.3333,3.0,0.9097,6.8182
Mastbos,2013,11,3.0,6.3681,5.5556,2.0,1.213,6.6667,7.0,2.1227,15.9091
Mastbos,2013,12,3.0,0.6065,0.5291,0.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2014,1,7.0,1.213,1.0582,1.0,0.0,0.0,1.0,0.3032,2.2727
Mastbos,2014,2,4.0,0.9097,0.7937,0.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2014,3,3.0,3.6389,3.1746,1.0,0.3032,1.6667,1.0,0.3032,2.2727
Mastbos,2014,4,5.0,0.6065,0.5291,2.0,0.6065,3.3333,0.0,0.0,0.0
Mastbos,2014,5,9.0,0.3032,0.2646,0.0,0.3032,1.6667,1.0,0.3032,2.2727
Mastbos,2014,6,6.0,3.3357,2.9101,2.0,0.0,0.0,1.0,0.3032,2.2727
Mastbos,2014,7,2.0,1.213,1.0582,0.0,0.6065,3.3333,1.0,0.3032,2.2727
Mastbos,2014,8,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2014,9,4.0,0.9097,0.7937,1.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2014,10,5.0,1.213,1.0582,1.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2014,11,5.0,1.5162,1.3228,2.0,1.5162,8.3333,1.0,0.3032,2.2727
Mastbos,2014,12,2.0,3.3357,2.9101,2.0,0.0,0.0,2.0,0.6065,4.5455
Mastbos,2015,1,1.0,2.1227,1.8519,0.0,0.3032,1.6667,1.0,0.3032,2.2727
Mastbos,2015,2,1.0,1.5162,1.3228,2.0,0.3032,1.6667,0.0,0.0,0.0
Mastbos,2015,3,3.0,3.6389,3.1746,1.0,0.3032,1.6667,1.0,0.3032,2.2727
Mastbos,2015,4,3.0,0.9097,0.7937,2.0,0.3032,1.6667,0.0,0.0,0.0
Mastbos,2015,5,6.0,0.3032,0.2646,0.0,0.3032,1.6667,0.0,0.0,0.0
Mastbos,2015,6,5.0,3.0324,2.6455,1.0,0.9097,5.0,3.0,0.9097,6.8182
Mastbos,2015,7,2.0,0.3032,0.2646,2.0,0.3032,1.6667,1.0,0.3032,2.2727
Mastbos,2015,8,6.0,0.6065,0.5291,1.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2015,9,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2015,10,4.0,1.5162,1.3228,1.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2015,11,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2015,12,4.0,3.0324,2.6455,0.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2016,1,1.0,0.6065,0.5291,0.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2016,2,2.0,2.1227,1.8519,0.0,0.9097,5.0,0.0,0.0,0.0
Mastbos,2016,3,3.0,3.3357,2.9101,0.0,0.0,0.0,2.0,0.6065,4.5455
Mastbos,2016,4,2.0,2.1227,1.8519,1.0,0.0,0.0,1.0,0.3032,2.2727
Mastbos,2016,5,2.0,4.8519,4.2328,0.0,1.8195,10.0,0.0,0.0,0.0
Mastbos,2016,6,3.0,3.3357,2.9101,0.0,0.6065,3.3333,2.0,0.6065,4.5455
Mastbos,2016,7,1.0,5.7616,5.0265,1.0,0.3032,1.6667,2.0,0.6065,4.5455
Mastbos,2016,8,4.0,3.0324,2.6455,0.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2016,9,8.0,3.6389,3.1746,0.0,0.0,0.0,1.0,0.3032,2.2727
Mastbos,2016,10,2.0,3.3357,2.9101,2.0,1.213,6.6667,0.0,0.0,0.0
Mastbos,2016,11,0.0,2.4259,2.1164,1.0,0.0,0.0,2.0,0.6065,4.5455
Mastbos,2016,12,3.0,2.1227,1.8519,1.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2017,1,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2017,2,1.0,0.6065,0.5291,0.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2017,3,6.0,1.213,1.0582,1.0,0.0,0.0,1.0,0.3032,2.2727
Mastbos,2017,4,6.0,0.3032,0.2646,3.0,0.6065,3.3333,0.0,0.0,0.0
Mastbos,2017,5,11.0,3.0324,2.6455,0.0,0.6065,3.3333,1.0,0.3032,2.2727
Mastbos,2017,6,3.0,3.6389,3.1746,1.0,0.0,0.0,2.0,0.6065,4.5455
Mastbos,2017,7,6.0,3.3357,3.022,0.0,0.3032,1.8182,1.0,0.3032,4.7619
Mastbos,2017,8,5.0,2.4259,2.1978,0.0,1.213,7.2727,0.0,0.0,0.0
Mastbos,2017,9,3.0,1.8195,1.6484,1.0,0.6065,3.6364,1.0,0.3032,4.7619
Mastbos,2017,10,3.0,0.9097,0.8242,0.0,0.0,0.0,1.0,0.3032,4.7619
Mastbos,2017,11,1.0,1.8195,1.6484,1.0,0.0,0.0,1.0,0.3032,4.7619
Mastbos,2017,12,3.0,5.7616,5.2198,0.0,0.6065,3.6364,0.0,0.0,0.0
Mastbos,2018,1,5.0,0.9097,0.8242,0.0,0.0,0.0,1.0,0.3032,4.7619
Mastbos,2018,2,0.0,0.6065,0.5495,0.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2018,3,0.0,0.3032,0.2747,0.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2018,4,2.0,0.3032,0.2747,0.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2018,5,3.0,10.6135,9.6154,0.0,1.213,7.2727,1.0,0.3032,4.7619
Mastbos,2018,6,2.0,3.3357,3.022,0.0,0.0,0.0,2.0,0.6065,9.5238
Mastbos,2018,7,6.0,0.3032,0.2747,4.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2018,8,2.0,0.6065,0.5495,0.0,0.6065,3.6364,1.0,0.3032,4.7619
Mastbos,2018,9,5.0,0.9097,0.8242,0.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2018,10,4.0,1.213,1.0989,1.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2018,11,1.0,1.213,1.0989,0.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2018,12,3.0,1.213,1.0989,1.0,0.3032,1.8182,0.0,0.0,0.0
Mastbos,2019,1,2.0,2.4259,2.1978,0.0,0.3032,1.8182,0.0,0.0,0.0
Mastbos,2019,2,1.0,0.9097,0.8242,0.0,1.213,7.2727,0.0,0.0,0.0
Mastbos,2019,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2019,4,1.0,2.4259,2.1978,0.0,0.0,0.0,1.0,0.3032,4.7619
Mastbos,2019,5,4.0,3.6389,3.2967,3.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2019,6,3.0,1.8195,1.6484,0.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2019,7,4.0,0.9097,0.8242,0.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2019,8,1.0,4.5487,4.1209,1.0,0.6065,3.6364,1.0,0.3032,4.7619
Mastbos,2019,9,0.0,0.3032,0.2747,1.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2019,10,4.0,2.7292,2.4725,0.0,0.9097,5.4545,0.0,0.0,0.0
Mastbos,2019,11,5.0,0.3032,0.2747,0.0,0.3032,1.8182,0.0,0.0,0.0
Mastbos,2019,12,2.0,0.9097,0.8242,0.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2020,1,3.0,5.1551,4.6703,0.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2020,2,1.0,0.3032,0.2747,3.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2020,3,5.0,1.8195,1.6484,1.0,1.213,7.2727,0.0,0.0,0.0
Mastbos,2020,4,2.0,0.3032,0.2747,0.0,0.3032,1.8182,0.0,0.0,0.0
Mastbos,2020,5,3.0,2.1227,1.9231,1.0,0.0,0.0,1.0,0.3032,4.7619
Mastbos,2020,6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2020,7,3.0,0.9097,0.8242,0.0,0.9097,5.4545,0.0,0.0,0.0
Mastbos,2020,8,4.0,0.0,0.0,1.0,0.6065,3.6364,0.0,0.0,0.0
Mastbos,2020,9,1.0,3.6389,3.2967,0.0,0.6065,3.6364,1.0,0.3032,4.7619
Mastbos,2020,10,1.0,2.1227,1.9231,0.0,0.9097,5.4545,0.0,0.0,0.0
Mastbos,2020,11,4.0,1.8195,1.6484,0.0,0.0,0.0,1.0,0.3032,4.7619
Mastbos,2020,12,3.0,2.7292,2.4725,2.0,0.6065,3.6364,0.0,0.0,0.0
Mastbos,2021,1,2.0,2.4259,2.1978,0.0,0.6065,3.6364,0.0,0.0,0.0
Mastbos,2021,2,1.0,6.6714,6.044,1.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2021,3,3.0,1.5162,1.3736,1.0,0.3032,1.8182,0.0,0.0,0.0
Mastbos,2021,4,1.0,3.9422,3.5714,0.0,0.0,0.0,2.0,0.6065,9.5238
Mastbos,2021,5,3.0,4.8519,4.3956,0.0,1.213,7.2727,1.0,0.3032,4.7619
Mastbos,2021,6,2.0,1.8195,1.6484,0.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2021,7,7.0,1.8195,1.6484,1.0,0.0,0.0,1.0,0.3032,4.7619
Mastbos,2021,8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2021,9,2.0,0.6065,0.5495,0.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2021,10,4.0,1.213,1.0989,0.0,0.0,0.0,1.0,0.3032,4.7619
Mastbos,2021,11,0.0,1.213,1.0989,0.0,1.213,7.2727,0.0,0.0,0.0
Mastbos,2021,12,2.0,2.7292,2.4725,0.0,0.0,0.0,2.0,0.6065,9.5238
Mastbos,2022,1,1.0,2.1227,1.9231,0.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2022,2,0.0,1.8195,1.8237,1.0,0.0,0.0,0.0,0.0,0.0
Mastbos,2022,3,5.0,2.7292,2.7356,0.0,0.9097,5.5556,0.0,0.0,0.0
Mastbos,2022,4,0.0,2.4259,2.4316,4.0,0.9097,5.5556,0.0,0.0,0.0
Mastbos,2022,5,3.0,0.3032,0.304,1.0,0.6065,3.7037,0.0,0.0,0.0
Mastbos,2022,6,1.0,0.9097,0.9119,0.0,0.0,0.0,0.0,0.0,0.0
